NVIDIA GeForce RTX 3060
46.694,60,2002,7300
46.694,60,2002,7300
46.694,60,2002,7300
46.694,60,2002,7300
46.694,60,2002,7300
46.694,60,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
46.834,61,2002,7300
47.056,61,2002,7300
47.056,61,2002,7300
47.056,61,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,60,2002,7300
47.056,61,2002,7300
47.056,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.239,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
47.575,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.053,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.398,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,61,2002,7300
48.669,60,2002,7300
48.669,60,2002,7300
48.669,60,2002,7300
48.669,60,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
48.957,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,61,2002,7300
49.726,60,2002,7300
49.726,60,2002,7300
50.598,60,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.598,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.712,61,2002,7300
50.699,61,2002,7300
